Date,Open,High,Low,Close,Adj Close,Volume
10-Jun-20,"2,645.00","2,722.35","2,626.26","2,647.45","2,647.45","4,946,000"
9-Jun-20,"2,529.44","2,626.43","2,525.00","2,600.86","2,600.86","5,176,000"
8-Jun-20,"2,500.20","2,530.00","2,487.34","2,524.06","2,524.06","3,970,700"
5-Jun-20,"2,444.51","2,488.65","2,437.13","2,483.00","2,483.00","3,306,400"
4-Jun-20,"2,477.43","2,507.54","2,450.01","2,460.60","2,460.60","2,948,700"
3-Jun-20,"2,468.01","2,488.00","2,461.17","2,478.40","2,478.40","2,671,000"
2-Jun-20,"2,467.00","2,473.53","2,445.31","2,472.41","2,472.41","2,529,900"
1-Jun-20,"2,448.00","2,476.93","2,444.17","2,471.04","2,471.04","2,928,900"
29-May-20,"2,415.94","2,442.37","2,398.20","2,442.37","2,442.37","3,529,300"
28-May-20,"2,384.33","2,436.97","2,378.23","2,401.10","2,401.10","3,190,200"
27-May-20,"2,404.99","2,413.58","2,330.00","2,410.39","2,410.39","5,056,900"
26-May-20,"2,458.00","2,462.00","2,414.06","2,421.86","2,421.86","3,568,200"
22-May-20,"2,455.01","2,469.85","2,430.13","2,436.88","2,436.88","2,867,100"
21-May-20,"2,500.00","2,525.45","2,442.54","2,446.74","2,446.74","5,114,400"
20-May-20,"2,477.87","2,500.01","2,467.27","2,497.94","2,497.94","3,998,100"
19-May-20,"2,429.83","2,485.00","2,428.97","2,449.33","2,449.33","4,320,500"
18-May-20,"2,404.35","2,433.00","2,384.01","2,426.26","2,426.26","4,366,600"
15-May-20,"2,368.52","2,411.00","2,356.37","2,409.78","2,409.78","4,235,000"
14-May-20,"2,361.01","2,391.37","2,353.21","2,388.85","2,388.85","3,648,100"
13-May-20,"2,366.80","2,407.70","2,337.80","2,367.92","2,367.92","4,782,900"
12-May-20,"2,411.85","2,419.00","2,355.00","2,356.95","2,356.95","3,074,900"
11-May-20,"2,374.70","2,419.67","2,372.11","2,409.00","2,409.00","3,253,700"
8-May-20,"2,372.14","2,387.24","2,357.00","2,379.61","2,379.61","3,211,200"
7-May-20,"2,374.78","2,376.00","2,343.11","2,367.61","2,367.61","3,396,400"
6-May-20,"2,329.44","2,357.45","2,320.00","2,351.26","2,351.26","3,117,800"
5-May-20,"2,340.00","2,351.00","2,307.13","2,317.80","2,317.80","3,242,500"
4-May-20,"2,256.38","2,326.98","2,256.38","2,315.99","2,315.99","4,865,900"
1-May-20,"2,336.80","2,362.44","2,258.19","2,286.04","2,286.04","9,772,600"
30-Apr-20,"2,419.84","2,475.00","2,396.01","2,474.00","2,474.00","9,415,000"
29-Apr-20,"2,330.01","2,391.89","2,310.00","2,372.71","2,372.71","4,591,600"
28-Apr-20,"2,372.10","2,373.50","2,306.00","2,314.08","2,314.08","5,269,400"
27-Apr-20,"2,443.20","2,444.88","2,363.00","2,376.00","2,376.00","5,645,600"
24-Apr-20,"2,417.00","2,420.43","2,382.00","2,410.22","2,410.22","3,831,800"
23-Apr-20,"2,399.98","2,424.22","2,382.08","2,399.45","2,399.45","5,066,600"
22-Apr-20,"2,369.00","2,394.00","2,351.00","2,363.49","2,363.49","4,218,300"
21-Apr-20,"2,416.61","2,428.31","2,279.66","2,328.12","2,328.12","7,476,700"
20-Apr-20,"2,389.95","2,444.98","2,386.05","2,393.61","2,393.61","5,770,700"
17-Apr-20,"2,372.33","2,400.00","2,316.02","2,375.00","2,375.00","7,930,000"
16-Apr-20,"2,346.00","2,461.00","2,335.00","2,408.19","2,408.19","12,038,200"
15-Apr-20,"2,257.68","2,333.37","2,245.00","2,307.68","2,307.68","6,866,600"
14-Apr-20,"2,200.47","2,292.00","2,186.21","2,283.32","2,283.32","8,087,200"
13-Apr-20,"2,040.00","2,180.00","2,038.00","2,168.87","2,168.87","6,716,700"
9-Apr-20,"2,044.30","2,053.00","2,017.66","2,042.76","2,042.76","4,655,600"
8-Apr-20,"2,021.00","2,044.00","2,011.15","2,043.00","2,043.00","3,977,300"
7-Apr-20,"2,017.11","2,035.72","1,997.62","2,011.60","2,011.60","5,114,000"
6-Apr-20,"1,936.00","1,998.52","1,930.02","1,997.59","1,997.59","5,773,200"
3-Apr-20,"1,911.15","1,926.33","1,889.15","1,906.59","1,906.59","3,609,900"
2-Apr-20,"1,901.64","1,927.53","1,890.00","1,918.83","1,918.83","4,336,000"
1-Apr-20,"1,932.97","1,944.96","1,893.00","1,907.70","1,907.70","4,121,900"
31-Mar-20,"1,964.35","1,993.02","1,944.01","1,949.72","1,949.72","5,123,600"
30-Mar-20,"1,922.83","1,973.63","1,912.34","1,963.95","1,963.95","6,126,100"
27-Mar-20,"1,930.86","1,939.79","1,899.92","1,900.10","1,900.10","5,387,900"
26-Mar-20,"1,902.00","1,956.49","1,889.29","1,955.49","1,955.49","6,221,300"
25-Mar-20,"1,920.69","1,950.26","1,885.78","1,885.84","1,885.84","6,479,100"
24-Mar-20,"1,951.50","1,955.00","1,900.34","1,940.10","1,940.10","7,147,100"
23-Mar-20,"1,827.75","1,919.40","1,812.00","1,902.83","1,902.83","7,808,500"
20-Mar-20,"1,926.31","1,957.00","1,820.73","1,846.09","1,846.09","9,817,900"
19-Mar-20,"1,860.00","1,945.00","1,832.65","1,880.93","1,880.93","10,399,900"
18-Mar-20,"1,750.00","1,841.66","1,745.00","1,830.00","1,830.00","9,645,200"
17-Mar-20,"1,775.47","1,857.78","1,689.24","1,807.84","1,807.84","10,917,100"
16-Mar-20,"1,641.51","1,759.45","1,626.03","1,689.15","1,689.15","8,917,300"
13-Mar-20,"1,755.00","1,786.31","1,680.62","1,785.00","1,785.00","8,809,700"
12-Mar-20,"1,721.98","1,765.00","1,675.00","1,676.61","1,676.61","11,346,200"
11-Mar-20,"1,857.85","1,871.32","1,801.50","1,820.86","1,820.86","5,624,800"
10-Mar-20,"1,870.88","1,894.27","1,818.17","1,891.82","1,891.82","7,133,300"
9-Mar-20,"1,773.86","1,862.77","1,761.29","1,800.61","1,800.61","7,813,200"
6-Mar-20,"1,875.00","1,910.87","1,869.50","1,901.09","1,901.09","5,273,600"
5-Mar-20,"1,933.00","1,960.72","1,910.00","1,924.03","1,924.03","4,748,200"
4-Mar-20,"1,946.57","1,978.00","1,922.00","1,975.83","1,975.83","4,772,900"
3-Mar-20,"1,975.37","1,996.33","1,888.09","1,908.99","1,908.99","7,534,500"
2-Mar-20,"1,906.49","1,954.51","1,870.00","1,953.95","1,953.95","6,761,700"
28-Feb-20,"1,814.63","1,889.76","1,811.13","1,883.75","1,883.75","9,493,800"
27-Feb-20,"1,934.38","1,975.00","1,882.76","1,884.30","1,884.30","8,112,100"
26-Feb-20,"1,970.28","2,014.67","1,960.45","1,979.59","1,979.59","5,224,600"
25-Feb-20,"2,026.42","2,034.60","1,958.42","1,972.74","1,972.74","6,219,100"
24-Feb-20,"2,003.18","2,039.30","1,987.97","2,009.29","2,009.29","6,547,000"
21-Feb-20,"2,142.15","2,144.55","2,088.00","2,095.97","2,095.97","4,646,300"
20-Feb-20,"2,173.07","2,176.79","2,127.45","2,153.10","2,153.10","3,131,300"
19-Feb-20,"2,167.80","2,185.10","2,161.12","2,170.22","2,170.22","2,554,800"
18-Feb-20,"2,125.02","2,166.07","2,124.11","2,155.67","2,155.67","2,945,600"
14-Feb-20,"2,155.68","2,159.04","2,125.89","2,134.87","2,134.87","2,606,200"
13-Feb-20,"2,144.99","2,170.28","2,142.00","2,149.87","2,149.87","3,031,800"
12-Feb-20,"2,163.20","2,180.25","2,155.29","2,160.00","2,160.00","3,334,300"
11-Feb-20,"2,150.90","2,185.95","2,136.00","2,150.80","2,150.80","5,746,000"
10-Feb-20,"2,085.01","2,135.60","2,084.96","2,133.91","2,133.91","5,056,200"
7-Feb-20,"2,041.99","2,098.53","2,038.10","2,079.28","2,079.28","5,095,300"
6-Feb-20,"2,041.02","2,056.30","2,024.80","2,050.23","2,050.23","3,183,000"
5-Feb-20,"2,071.02","2,071.02","2,032.00","2,039.87","2,039.87","4,376,200"
4-Feb-20,"2,029.88","2,059.80","2,015.37","2,049.67","2,049.67","5,289,300"
3-Feb-20,"2,010.60","2,048.50","2,000.25","2,004.20","2,004.20","5,899,100"
31-Jan-20,"2,051.47","2,055.72","2,002.27","2,008.72","2,008.72","15,567,300"
30-Jan-20,"1,858.00","1,872.87","1,850.61","1,870.68","1,870.68","6,327,400"
29-Jan-20,"1,864.00","1,874.75","1,855.02","1,858.00","1,858.00","2,088,000"
28-Jan-20,"1,840.50","1,858.11","1,830.02","1,853.25","1,853.25","2,808,000"
27-Jan-20,"1,820.00","1,841.00","1,815.34","1,828.34","1,828.34","3,528,500"
24-Jan-20,"1,891.37","1,894.99","1,847.44","1,861.64","1,861.64","3,766,200"
23-Jan-20,"1,885.11","1,889.98","1,872.76","1,884.58","1,884.58","2,484,600"
22-Jan-20,"1,896.09","1,902.50","1,883.34","1,887.46","1,887.46","3,216,300"
21-Jan-20,"1,865.00","1,894.27","1,860.00","1,892.00","1,892.00","3,707,800"
17-Jan-20,"1,885.89","1,886.64","1,857.25","1,864.72","1,864.72","3,997,300"
16-Jan-20,"1,882.99","1,885.59","1,866.02","1,877.94","1,877.94","2,659,500"
15-Jan-20,"1,872.25","1,878.86","1,855.09","1,862.02","1,862.02","2,896,600"
14-Jan-20,"1,885.88","1,887.11","1,858.55","1,869.44","1,869.44","3,440,900"
13-Jan-20,"1,891.31","1,898.00","1,880.80","1,891.30","1,891.30","2,780,800"
10-Jan-20,"1,905.37","1,906.94","1,880.00","1,883.16","1,883.16","2,853,700"
9-Jan-20,"1,909.89","1,917.82","1,895.80","1,901.05","1,901.05","3,167,300"
